ID,Date,Kilowatt
399,2022-02-04 00:00:00 -> 2022-02-04 23:55:00,162.37
400,2022-02-05 00:00:00 -> 2022-02-05 23:55:00,160.36
401,2022-02-06 00:00:00 -> 2022-02-06 23:55:00,165.00
402,2022-02-07 00:00:00 -> 2022-02-07 23:55:00,164.00
403,2022-02-08 00:00:00 -> 2022-02-08 23:55:00,166.00
404,2022-02-09 00:00:00 -> 2022-02-09 23:55:00,165.64
405,2022-02-10 00:00:00 -> 2022-02-10 23:55:00,165.64
406,2022-02-11 00:00:00 -> 2022-02-11 23:55:00,166.00
407,2022-02-12 00:00:00 -> 2022-02-12 23:55:00,165.00
408,2022-02-13 00:00:00 -> 2022-02-13 23:55:00,164.64
409,2022-02-14 00:00:00 -> 2022-02-14 23:55:00,162.00
410,2022-02-15 00:00:00 -> 2022-02-15 23:55:00,161.35
411,2022-02-16 00:00:00 -> 2022-02-16 23:55:00,162.35
412,2022-02-17 00:00:00 -> 2022-02-17 23:55:00,160.00
413,2022-02-18 00:00:00 -> 2022-02-18 23:55:00,156.34
414,2022-02-19 00:00:00 -> 2022-02-19 23:55:00,158.00
415,2022-02-20 00:00:00 -> 2022-02-20 23:55:00,157.34
416,2022-02-21 00:00:00 -> 2022-02-21 23:55:00,157.34
417,2022-02-22 00:00:00 -> 2022-02-22 23:55:00,157.00
418,2022-02-23 00:00:00 -> 2022-02-23 23:55:00,157.00
419,2022-02-24 00:00:00 -> 2022-02-24 23:55:00,158.00
420,2022-02-25 00:00:00 -> 2022-02-25 23:55:00,158.00
421,2022-02-26 00:00:00 -> 2022-02-26 23:55:00,158.00
422,2022-02-27 00:00:00 -> 2022-02-27 23:55:00,158.66
423,2022-02-28 00:00:00 -> 2022-02-28 23:55:00,157.66
424,2022-03-01 00:00:00 -> 2022-03-01 23:55:00,158.99
425,2022-03-02 00:00:00 -> 2022-03-02 23:55:00,157.67
426,2022-03-03 00:00:00 -> 2022-03-03 23:55:00,158.00
427,2022-03-04 00:00:00 -> 2022-03-04 23:55:00,158.00
428,2022-03-05 00:00:00 -> 2022-03-05 23:55:00,158.00
429,2022-03-06 00:00:00 -> 2022-03-06 23:55:00,157.33
430,2022-03-07 00:00:00 -> 2022-03-07 23:55:00,158.00
431,2022-03-08 00:00:00 -> 2022-03-08 23:55:00,159.00
432,2022-03-09 00:00:00 -> 2022-03-09 23:55:00,158.00
433,2022-03-10 00:00:00 -> 2022-03-10 23:55:00,158.00
434,2022-03-11 00:00:00 -> 2022-03-11 23:55:00,158.32
435,2022-03-12 00:00:00 -> 2022-03-12 23:55:00,157.65
436,2022-03-13 00:00:00 -> 2022-03-13 23:55:00,157.99
437,2022-03-14 00:00:00 -> 2022-03-14 23:55:00,158.00
438,2022-03-15 00:00:00 -> 2022-03-15 23:55:00,158.71
439,2022-03-16 00:00:00 -> 2022-03-16 23:55:00,158.00
440,2022-03-17 00:00:00 -> 2022-03-17 23:55:00,155.99
441,2022-03-18 00:00:00 -> 2022-03-18 23:55:00,156.99
442,2022-03-19 00:00:00 -> 2022-03-19 23:55:00,157.00
443,2022-03-20 00:00:00 -> 2022-03-20 23:55:00,158.74
444,2022-03-21 00:00:00 -> 2022-03-21 23:55:00,157.74
445,2022-03-22 00:00:00 -> 2022-03-22 23:55:00,158.74
446,2022-03-23 00:00:00 -> 2022-03-23 23:55:00,158.00
447,2022-03-24 00:00:00 -> 2022-03-24 23:55:00,158.26
448,2022-03-25 00:00:00 -> 2022-03-25 23:55:00,159.26
449,2022-03-26 00:00:00 -> 2022-03-26 23:55:00,160.00
450,2022-03-27 00:00:00 -> 2022-03-27 23:55:00,152.74
451,2022-03-28 00:00:00 -> 2022-03-28 23:55:00,159.99
452,2022-03-29 00:00:00 -> 2022-03-29 23:55:00,160.00
453,2022-03-30 00:00:00 -> 2022-03-30 23:55:00,161.00
454,2022-03-31 00:00:00 -> 2022-03-31 23:55:00,161.00
455,2022-04-01 00:00:00 -> 2022-04-01 23:55:00,160.00
456,2022-04-02 00:00:00 -> 2022-04-02 23:55:00,162.00
457,2022-04-03 00:00:00 -> 2022-04-03 23:55:00,162.00
458,2022-04-04 00:00:00 -> 2022-04-04 23:55:00,161.24
459,2022-04-05 00:00:00 -> 2022-04-05 23:55:00,161.00
460,2022-04-06 00:00:00 -> 2022-04-06 23:55:00,161.76
461,2022-04-07 00:00:00 -> 2022-04-07 23:55:00,160.00
462,2022-04-08 00:00:00 -> 2022-04-08 23:55:00,160.76
463,2022-04-09 00:00:00 -> 2022-04-09 23:55:00,160.88
464,2022-04-10 00:00:00 -> 2022-04-10 23:55:00,161.00
465,2022-04-11 00:00:00 -> 2022-04-11 23:55:00,162.00
466,2022-04-12 00:00:00 -> 2022-04-12 23:55:00,162.76
467,2022-04-13 00:00:00 -> 2022-04-13 23:55:00,159.00
468,2022-04-14 00:00:00 -> 2022-04-14 23:55:00,158.23
469,2022-04-15 00:00:00 -> 2022-04-15 23:55:00,158.00
470,2022-04-16 00:00:00 -> 2022-04-16 23:55:00,158.23
471,2022-04-17 00:00:00 -> 2022-04-17 23:55:00,160.23
472,2022-04-18 00:00:00 -> 2022-04-18 23:55:00,159.23
473,2022-04-19 00:00:00 -> 2022-04-19 23:55:00,161.23
474,2022-04-20 00:00:00 -> 2022-04-20 23:55:00,160.00
475,2022-04-21 00:00:00 -> 2022-04-21 23:55:00,159.77
476,2022-04-22 00:00:00 -> 2022-04-22 23:55:00,160.00
477,2022-04-23 00:00:00 -> 2022-04-23 23:55:00,159.18
478,2022-04-24 00:00:00 -> 2022-04-24 23:55:00,160.00
479,2022-04-25 00:00:00 -> 2022-04-25 23:55:00,159.17
480,2022-04-26 00:00:00 -> 2022-04-26 23:55:00,159.16
481,2022-04-27 00:00:00 -> 2022-04-27 23:55:00,158.15
482,2022-04-28 00:00:00 -> 2022-04-28 23:55:00,158.00
483,2022-04-29 00:00:00 -> 2022-04-29 23:55:00,159.00
484,2022-04-30 00:00:00 -> 2022-04-30 23:55:00,159.99
485,2022-05-01 00:00:00 -> 2022-05-01 23:55:00,161.00
486,2022-05-02 00:00:00 -> 2022-05-02 23:55:00,160.00
487,2022-05-03 00:00:00 -> 2022-05-03 23:55:00,159.00
488,2022-05-04 00:00:00 -> 2022-05-04 23:55:00,160.00
489,2022-05-05 00:00:00 -> 2022-05-05 23:55:00,160.14
490,2022-05-06 00:00:00 -> 2022-05-06 23:55:00,159.13
491,2022-05-07 00:00:00 -> 2022-05-07 23:55:00,159.00
492,2022-05-08 00:00:00 -> 2022-05-08 23:55:00,158.00
493,2022-05-09 00:00:00 -> 2022-05-09 23:55:00,157.12
494,2022-05-10 00:00:00 -> 2022-05-10 23:55:00,158.88
495,2022-05-11 00:00:00 -> 2022-05-11 23:55:00,159.88
496,2022-05-12 00:00:00 -> 2022-05-12 23:55:00,157.88
497,2022-05-13 00:00:00 -> 2022-05-13 23:55:00,158.99
498,2022-05-14 00:00:00 -> 2022-05-14 23:55:00,159.00
499,2022-05-15 00:00:00 -> 2022-05-15 23:55:00,160.00
500,2022-05-16 00:00:00 -> 2022-05-16 23:55:00,158.00
501,2022-05-17 00:00:00 -> 2022-05-17 23:55:00,160.00
502,2022-05-18 00:00:00 -> 2022-05-18 23:55:00,161.00
503,2022-05-19 00:00:00 -> 2022-05-19 23:55:00,161.00
504,2022-05-20 00:00:00 -> 2022-05-20 23:55:00,161.06
505,2022-05-21 00:00:00 -> 2022-05-21 23:55:00,160.00
506,2022-05-22 00:00:00 -> 2022-05-22 23:55:00,160.97
507,2022-05-23 00:00:00 -> 2022-05-23 23:55:00,160.00
508,2022-05-24 00:00:00 -> 2022-05-24 23:55:00,160.07
509,2022-05-25 00:00:00 -> 2022-05-25 23:55:00,160.00
510,2022-05-26 00:00:00 -> 2022-05-26 23:55:00,157.00
511,2022-05-27 00:00:00 -> 2022-05-27 23:55:00,158.00
512,2022-05-28 00:00:00 -> 2022-05-28 23:55:00,161.00
513,2022-05-29 00:00:00 -> 2022-05-29 23:55:00,161.00
514,2022-05-30 00:00:00 -> 2022-05-30 23:55:00,162.00
515,2022-05-31 00:00:00 -> 2022-05-31 23:55:00,162.11
516,2022-06-01 00:00:00 -> 2022-06-01 23:55:00,161.00
517,2022-06-02 00:00:00 -> 2022-06-02 23:55:00,164.00
518,2022-06-03 00:00:00 -> 2022-06-03 23:55:00,166.00
519,2022-06-04 00:00:00 -> 2022-06-04 23:55:00,169.87
520,2022-06-05 00:00:00 -> 2022-06-05 23:55:00,163.99
521,2022-06-06 00:00:00 -> 2022-06-06 23:55:00,164.86
522,2022-06-07 00:00:00 -> 2022-06-07 23:55:00,162.98
523,2022-06-08 00:00:00 -> 2022-06-08 23:55:00,162.00
524,2022-06-09 00:00:00 -> 2022-06-09 23:55:00,162.16
525,2022-06-10 00:00:00 -> 2022-06-10 23:55:00,162.00
526,2022-06-11 00:00:00 -> 2022-06-11 23:55:00,165.00
527,2022-06-12 00:00:00 -> 2022-06-12 23:55:00,167.16
528,2022-06-13 00:00:00 -> 2022-06-13 23:55:00,163.00
529,2022-06-14 00:00:00 -> 2022-06-14 23:55:00,162.84
530,2022-06-15 00:00:00 -> 2022-06-15 23:55:00,164.16
531,2022-06-16 00:00:00 -> 2022-06-16 23:55:00,163.17
532,2022-06-17 00:00:00 -> 2022-06-17 23:55:00,163.17
533,2022-06-18 00:00:00 -> 2022-06-18 23:55:00,165.88
534,2022-06-19 00:00:00 -> 2022-06-19 23:55:00,165.00
535,2022-06-20 00:00:00 -> 2022-06-20 23:55:00,164.00
536,2022-06-21 00:00:00 -> 2022-06-21 23:55:00,164.99
537,2022-06-22 00:00:00 -> 2022-06-22 23:55:00,164.37
538,2022-06-23 00:00:00 -> 2022-06-23 23:55:00,162.00
539,2022-06-24 00:00:00 -> 2022-06-24 23:55:00,163.98
540,2022-06-25 00:00:00 -> 2022-06-25 23:55:00,165.35
541,2022-06-26 00:00:00 -> 2022-06-26 23:55:00,169.34
542,2022-06-27 00:00:00 -> 2022-06-27 23:55:00,173.34
543,2022-06-28 00:00:00 -> 2022-06-28 23:55:00,168.34
544,2022-06-29 00:00:00 -> 2022-06-29 23:55:00,167.34
545,2022-06-30 00:00:00 -> 2022-06-30 23:55:00,169.34
546,2022-07-01 00:00:00 -> 2022-07-01 23:55:00,166.34
547,2022-07-02 00:00:00 -> 2022-07-02 23:55:00,170.66
548,2022-07-03 00:00:00 -> 2022-07-03 23:55:00,174.66
549,2022-07-04 00:00:00 -> 2022-07-04 23:55:00,180.66
550,2022-07-05 00:00:00 -> 2022-07-05 23:55:00,177.00
551,2022-07-06 00:00:00 -> 2022-07-06 23:55:00,170.33
552,2022-07-07 00:00:00 -> 2022-07-07 23:55:00,172.00
553,2022-07-08 00:00:00 -> 2022-07-08 23:55:00,170.00
554,2022-07-09 00:00:00 -> 2022-07-09 23:55:00,171.32
555,2022-07-10 00:00:00 -> 2022-07-10 23:55:00,170.31
556,2022-07-11 00:00:00 -> 2022-07-11 23:55:00,171.00
557,2022-07-12 00:00:00 -> 2022-07-12 23:55:00,170.99
558,2022-07-13 00:00:00 -> 2022-07-13 23:55:00,169.00
559,2022-07-14 00:00:00 -> 2022-07-14 23:55:00,169.98
560,2022-07-15 00:00:00 -> 2022-07-15 23:55:00,171.00
561,2022-07-16 00:00:00 -> 2022-07-16 23:55:00,172.00
562,2022-07-17 00:00:00 -> 2022-07-17 23:55:00,179.00
563,2022-07-18 00:00:00 -> 2022-07-18 23:55:00,174.79
564,2022-07-19 00:00:00 -> 2022-07-19 23:55:00,171.99
565,2022-07-20 00:00:00 -> 2022-07-20 23:55:00,170.19
566,2022-07-21 00:00:00 -> 2022-07-21 23:55:00,171.18
567,2022-07-22 00:00:00 -> 2022-07-22 23:55:00,175.17
568,2022-07-23 00:00:00 -> 2022-07-23 23:55:00,176.17
569,2022-07-24 00:00:00 -> 2022-07-24 23:55:00,172.83
570,2022-07-25 00:00:00 -> 2022-07-25 23:55:00,186.00
571,2022-07-26 00:00:00 -> 2022-07-26 23:55:00,186.15
572,2022-07-27 00:00:00 -> 2022-07-27 23:55:00,184.07
573,2022-07-28 00:00:00 -> 2022-07-28 23:55:00,181.14
574,2022-07-29 00:00:00 -> 2022-07-29 23:55:00,173.86
575,2022-07-30 00:00:00 -> 2022-07-30 23:55:00,172.86
576,2022-07-31 00:00:00 -> 2022-07-31 23:55:00,176.00
577,2022-08-01 00:00:00 -> 2022-08-01 23:55:00,176.00
578,2022-08-02 00:00:00 -> 2022-08-02 23:55:00,178.00
579,2022-08-03 00:00:00 -> 2022-08-03 23:55:00,177.87
580,2022-08-04 00:00:00 -> 2022-08-04 23:55:00,174.00
581,2022-08-05 00:00:00 -> 2022-08-05 23:55:00,169.00
582,2022-08-06 00:00:00 -> 2022-08-06 23:55:00,172.88
583,2022-08-07 00:00:00 -> 2022-08-07 23:55:00,173.00
584,2022-08-08 00:00:00 -> 2022-08-08 23:55:00,173.12
585,2022-08-09 00:00:00 -> 2022-08-09 23:55:00,170.12
586,2022-08-10 00:00:00 -> 2022-08-10 23:55:00,166.00
587,2022-08-11 00:00:00 -> 2022-08-11 23:55:00,167.10
588,2022-08-12 00:00:00 -> 2022-08-12 23:55:00,165.10
589,2022-08-13 00:00:00 -> 2022-08-13 23:55:00,162.10
590,2022-08-14 00:00:00 -> 2022-08-14 23:55:00,167.00
591,2022-08-15 00:00:00 -> 2022-08-15 23:55:00,168.00
592,2022-08-16 00:00:00 -> 2022-08-16 23:55:00,170.00
593,2022-08-17 00:00:00 -> 2022-08-17 23:55:00,175.00
594,2022-08-18 00:00:00 -> 2022-08-18 23:55:00,177.00
595,2022-08-19 00:00:00 -> 2022-08-19 23:55:00,171.07
596,2022-08-20 00:00:00 -> 2022-08-20 23:55:00,169.07
597,2022-08-21 00:00:00 -> 2022-08-21 23:55:00,172.00
598,2022-08-22 00:00:00 -> 2022-08-22 23:55:00,166.93
599,2022-08-23 00:00:00 -> 2022-08-23 23:55:00,167.99
600,2022-08-24 00:00:00 -> 2022-08-24 23:55:00,166.00
601,2022-08-25 00:00:00 -> 2022-08-25 23:55:00,166.00
602,2022-08-26 00:00:00 -> 2022-08-26 23:55:00,167.00
603,2022-08-27 00:00:00 -> 2022-08-27 23:55:00,167.00
604,2022-08-28 00:00:00 -> 2022-08-28 23:55:00,165.99
605,2022-08-29 00:00:00 -> 2022-08-29 23:55:00,164.00
606,2022-08-30 00:00:00 -> 2022-08-30 23:55:00,165.95
607,2022-08-31 00:00:00 -> 2022-08-31 23:55:00,163.96
608,2022-09-01 00:00:00 -> 2022-09-01 23:55:00,161.96
609,2022-09-02 00:00:00 -> 2022-09-02 23:55:00,161.96
610,2022-09-03 00:00:00 -> 2022-09-03 23:55:00,161.00
611,2022-09-04 00:00:00 -> 2022-09-04 23:55:00,163.04
612,2022-09-05 00:00:00 -> 2022-09-05 23:55:00,164.00
613,2022-09-06 00:00:00 -> 2022-09-06 23:55:00,163.96
614,2022-09-07 00:00:00 -> 2022-09-07 23:55:00,163.96
615,2022-09-08 00:00:00 -> 2022-09-08 23:55:00,165.96
616,2022-09-09 00:00:00 -> 2022-09-09 23:55:00,167.96
617,2022-09-10 00:00:00 -> 2022-09-10 23:55:00,162.00
618,2022-09-11 00:00:00 -> 2022-09-11 23:55:00,162.00
619,2022-09-12 00:00:00 -> 2022-09-12 23:55:00,162.00
620,2022-09-13 00:00:00 -> 2022-09-13 23:55:00,162.00
621,2022-09-14 00:00:00 -> 2022-09-14 23:55:00,161.04
622,2022-09-15 00:00:00 -> 2022-09-15 23:55:00,161.03
623,2022-09-16 00:00:00 -> 2022-09-16 23:55:00,162.02
624,2022-09-17 00:00:00 -> 2022-09-17 23:55:00,160.02
625,2022-09-18 00:00:00 -> 2022-09-18 23:55:00,160.02
626,2022-09-19 00:00:00 -> 2022-09-19 23:55:00,159.02
627,2022-09-20 00:00:00 -> 2022-09-20 23:55:00,159.00
628,2022-09-21 00:00:00 -> 2022-09-21 23:55:00,159.00
629,2022-09-22 00:00:00 -> 2022-09-22 23:55:00,159.00
630,2022-09-23 00:00:00 -> 2022-09-23 23:55:00,158.99
631,2022-09-24 00:00:00 -> 2022-09-24 23:55:00,160.01
632,2022-09-25 00:00:00 -> 2022-09-25 23:55:00,160.99
633,2022-09-26 00:00:00 -> 2022-09-26 23:55:00,163.00
634,2022-09-27 00:00:00 -> 2022-09-27 23:55:00,159.05
635,2022-09-28 00:00:00 -> 2022-09-28 23:55:00,161.00
636,2022-09-29 00:00:00 -> 2022-09-29 23:55:00,160.94
637,2022-09-30 00:00:00 -> 2022-09-30 23:55:00,160.00
638,2022-10-01 00:00:00 -> 2022-10-01 23:55:00,160.00
639,2022-10-02 00:00:00 -> 2022-10-02 23:55:00,161.00
640,2022-10-03 00:00:00 -> 2022-10-03 23:55:00,159.00
641,2022-10-04 00:00:00 -> 2022-10-04 23:55:00,159.00
642,2022-10-05 00:00:00 -> 2022-10-05 23:55:00,159.92
643,2022-10-06 00:00:00 -> 2022-10-06 23:55:00,158.92
644,2022-10-07 00:00:00 -> 2022-10-07 23:55:00,158.00
645,2022-10-08 00:00:00 -> 2022-10-08 23:55:00,158.00
646,2022-10-09 00:00:00 -> 2022-10-09 23:55:00,157.00
647,2022-10-10 00:00:00 -> 2022-10-10 23:55:00,157.00
648,2022-10-11 00:00:00 -> 2022-10-11 23:55:00,157.92
649,2022-10-12 00:00:00 -> 2022-10-12 23:55:00,158.00
650,2022-10-13 00:00:00 -> 2022-10-13 23:55:00,159.99
651,2022-10-14 00:00:00 -> 2022-10-14 23:55:00,157.00
652,2022-10-15 00:00:00 -> 2022-10-15 23:55:00,157.99
653,2022-10-16 00:00:00 -> 2022-10-16 23:55:00,159.00
654,2022-10-17 00:00:00 -> 2022-10-17 23:55:00,158.11
655,2022-10-18 00:00:00 -> 2022-10-18 23:55:00,159.12
656,2022-10-19 00:00:00 -> 2022-10-19 23:55:00,157.99
657,2022-10-20 00:00:00 -> 2022-10-20 23:55:00,155.87
658,2022-10-21 00:00:00 -> 2022-10-21 23:55:00,156.87
659,2022-10-22 00:00:00 -> 2022-10-22 23:55:00,156.00
660,2022-10-23 00:00:00 -> 2022-10-23 23:55:00,155.56
661,2022-10-24 00:00:00 -> 2022-10-24 23:55:00,157.00
662,2022-10-25 00:00:00 -> 2022-10-25 23:55:00,156.00
663,2022-10-26 00:00:00 -> 2022-10-26 23:55:00,156.14
664,2022-10-27 00:00:00 -> 2022-10-27 23:55:00,157.00
665,2022-10-28 00:00:00 -> 2022-10-28 23:55:00,158.00
666,2022-10-29 00:00:00 -> 2022-10-29 23:55:00,156.99
667,2022-10-30 00:00:00 -> 2022-10-30 23:55:00,163.84
668,2022-10-31 00:00:00 -> 2022-10-31 23:55:00,157.00
669,2022-11-01 00:00:00 -> 2022-11-01 23:55:00,156.16
670,2022-11-02 00:00:00 -> 2022-11-02 23:55:00,156.16
671,2022-11-03 00:00:00 -> 2022-11-03 23:55:00,158.00
672,2022-11-04 00:00:00 -> 2022-11-04 23:55:00,158.17
673,2022-11-05 00:00:00 -> 2022-11-05 23:55:00,156.17
674,2022-11-06 00:00:00 -> 2022-11-06 23:55:00,156.17
675,2022-11-07 00:00:00 -> 2022-11-07 23:55:00,154.17
676,2022-11-08 00:00:00 -> 2022-11-08 23:55:00,153.17
677,2022-11-09 00:00:00 -> 2022-11-09 23:55:00,153.99
678,2022-11-10 00:00:00 -> 2022-11-10 23:55:00,153.00
679,2022-11-11 00:00:00 -> 2022-11-11 23:55:00,151.18
680,2022-11-12 00:00:00 -> 2022-11-12 23:55:00,154.18
681,2022-11-13 00:00:00 -> 2022-11-13 23:55:00,154.00
682,2022-11-14 00:00:00 -> 2022-11-14 23:55:00,154.00
683,2022-11-15 00:00:00 -> 2022-11-15 23:55:00,153.18
684,2022-11-16 00:00:00 -> 2022-11-16 23:55:00,154.00
685,2022-11-17 00:00:00 -> 2022-11-17 23:55:00,155.00
686,2022-11-18 00:00:00 -> 2022-11-18 23:55:00,155.00
687,2022-11-19 00:00:00 -> 2022-11-19 23:55:00,154.00
688,2022-11-20 00:00:00 -> 2022-11-20 23:55:00,155.00
689,2022-11-21 00:00:00 -> 2022-11-21 23:55:00,156.00
690,2022-11-22 00:00:00 -> 2022-11-22 23:55:00,155.19
691,2022-11-23 00:00:00 -> 2022-11-23 23:55:00,157.00
692,2022-11-24 00:00:00 -> 2022-11-24 23:55:00,156.00
693,2022-11-25 00:00:00 -> 2022-11-25 23:55:00,155.99
694,2022-11-26 00:00:00 -> 2022-11-26 23:55:00,155.00
695,2022-11-27 00:00:00 -> 2022-11-27 23:55:00,156.00
696,2022-11-28 00:00:00 -> 2022-11-28 23:55:00,157.21
697,2022-11-29 00:00:00 -> 2022-11-29 23:55:00,156.95
698,2022-11-30 00:00:00 -> 2022-11-30 23:55:00,157.74
699,2022-12-01 00:00:00 -> 2022-12-01 23:55:00,157.74
700,2022-12-02 00:00:00 -> 2022-12-02 23:55:00,157.74
701,2022-12-03 00:00:00 -> 2022-12-03 23:55:00,155.00
702,2022-12-04 00:00:00 -> 2022-12-04 23:55:00,155.96
703,2022-12-05 00:00:00 -> 2022-12-05 23:55:00,155.68
704,2022-12-06 00:00:00 -> 2022-12-06 23:55:00,155.68
705,2022-12-07 00:00:00 -> 2022-12-07 23:55:00,156.00
706,2022-12-08 00:00:00 -> 2022-12-08 23:55:00,155.68
707,2022-12-09 00:00:00 -> 2022-12-09 23:55:00,154.66
708,2022-12-10 00:00:00 -> 2022-12-10 23:55:00,154.00
709,2022-12-11 00:00:00 -> 2022-12-11 23:55:00,155.34
710,2022-12-12 00:00:00 -> 2022-12-12 23:55:00,157.35
711,2022-12-13 00:00:00 -> 2022-12-13 23:55:00,154.37
712,2022-12-14 00:00:00 -> 2022-12-14 23:55:00,153.99
713,2022-12-15 00:00:00 -> 2022-12-15 23:55:00,153.99
714,2022-12-16 00:00:00 -> 2022-12-16 23:55:00,155.00
715,2022-12-17 00:00:00 -> 2022-12-17 23:55:00,156.94
716,2022-12-18 00:00:00 -> 2022-12-18 23:55:00,158.50
717,2022-12-19 00:00:00 -> 2022-12-19 23:55:00,159.49
718,2022-12-20 00:00:00 -> 2022-12-20 23:55:00,158.00
719,2022-12-21 00:00:00 -> 2022-12-21 23:55:00,158.26
720,2022-12-22 00:00:00 -> 2022-12-22 23:55:00,155.99
721,2022-12-23 00:00:00 -> 2022-12-23 23:55:00,154.00
722,2022-12-24 00:00:00 -> 2022-12-24 23:55:00,153.99
723,2022-12-25 00:00:00 -> 2022-12-25 23:55:00,154.00
724,2022-12-26 00:00:00 -> 2022-12-26 23:55:00,154.00
725,2022-12-27 00:00:00 -> 2022-12-27 23:55:00,154.44
726,2022-12-28 00:00:00 -> 2022-12-28 23:55:00,154.56
727,2022-12-29 00:00:00 -> 2022-12-29 23:55:00,154.56
728,2022-12-30 00:00:00 -> 2022-12-30 23:55:00,153.57
729,2022-12-31 00:00:00 -> 2022-12-31 23:55:00,154.00
730,2023-01-01 00:00:00 -> 2023-01-01 23:55:00,154.00
731,2023-01-02 00:00:00 -> 2023-01-02 23:55:00,153.99
732,2023-01-03 00:00:00 -> 2023-01-03 23:55:00,154.00
733,2023-01-04 00:00:00 -> 2023-01-04 23:55:00,154.40
734,2023-01-05 00:00:00 -> 2023-01-05 23:55:00,154.39
735,2023-01-06 00:00:00 -> 2023-01-06 23:55:00,153.39
736,2023-01-07 00:00:00 -> 2023-01-07 23:55:00,153.00
737,2023-01-08 00:00:00 -> 2023-01-08 23:55:00,152.99
738,2023-01-09 00:00:00 -> 2023-01-09 23:55:00,153.00
739,2023-01-10 00:00:00 -> 2023-01-10 23:55:00,155.00
740,2023-01-11 00:00:00 -> 2023-01-11 23:55:00,155.00
741,2023-01-12 00:00:00 -> 2023-01-12 23:55:00,154.64
742,2023-01-13 00:00:00 -> 2023-01-13 23:55:00,154.00
743,2023-01-14 00:00:00 -> 2023-01-14 23:55:00,153.66
744,2023-01-15 00:00:00 -> 2023-01-15 23:55:00,153.99
745,2023-01-16 00:00:00 -> 2023-01-16 23:55:00,152.00
746,2023-01-17 00:00:00 -> 2023-01-17 23:55:00,153.00
747,2023-01-18 00:00:00 -> 2023-01-18 23:55:00,152.31
748,2023-01-19 00:00:00 -> 2023-01-19 23:55:00,154.00
749,2023-01-20 00:00:00 -> 2023-01-20 23:55:00,155.69
750,2023-01-21 00:00:00 -> 2023-01-21 23:55:00,155.69
751,2023-01-22 00:00:00 -> 2023-01-22 23:55:00,154.00
752,2023-01-23 00:00:00 -> 2023-01-23 23:55:00,156.34
753,2023-01-24 00:00:00 -> 2023-01-24 23:55:00,153.64
754,2023-01-25 00:00:00 -> 2023-01-25 23:55:00,153.00
755,2023-01-26 00:00:00 -> 2023-01-26 23:55:00,152.98
756,2023-01-27 00:00:00 -> 2023-01-27 23:55:00,154.99
757,2023-01-28 00:00:00 -> 2023-01-28 23:55:00,156.24
758,2023-01-29 00:00:00 -> 2023-01-29 23:55:00,153.76
759,2023-01-30 00:00:00 -> 2023-01-30 23:55:00,155.00
760,2023-01-31 00:00:00 -> 2023-01-31 23:55:00,156.22
761,2023-02-01 00:00:00 -> 2023-02-01 23:55:00,154.22
762,2023-02-02 00:00:00 -> 2023-02-02 23:55:00,154.21
763,2023-02-03 00:00:00 -> 2023-02-03 23:55:00,154.79
764,2023-02-04 00:00:00 -> 2023-02-04 23:55:00,154.99
765,2023-02-05 00:00:00 -> 2023-02-05 23:55:00,155.00
766,2023-02-06 00:00:00 -> 2023-02-06 23:55:00,156.00
767,2023-02-07 00:00:00 -> 2023-02-07 23:55:00,155.19
768,2023-02-08 00:00:00 -> 2023-02-08 23:55:00,155.18
769,2023-02-09 00:00:00 -> 2023-02-09 23:55:00,156.00
770,2023-02-10 00:00:00 -> 2023-02-10 23:55:00,156.00
771,2023-02-11 00:00:00 -> 2023-02-11 23:55:00,155.98
772,2023-02-12 00:00:00 -> 2023-02-12 23:55:00,157.00
773,2023-02-13 00:00:00 -> 2023-02-13 23:55:00,157.91
774,2023-02-14 00:00:00 -> 2023-02-14 23:55:00,156.06
775,2023-02-15 00:00:00 -> 2023-02-15 23:55:00,152.94
776,2023-02-16 00:00:00 -> 2023-02-16 23:55:00,152.95
777,2023-02-17 00:00:00 -> 2023-02-17 23:55:00,152.96
778,2023-02-18 00:00:00 -> 2023-02-18 23:55:00,152.00
779,2023-02-19 00:00:00 -> 2023-02-19 23:55:00,150.99
780,2023-02-20 00:00:00 -> 2023-02-20 23:55:00,152.00
781,2023-02-21 00:00:00 -> 2023-02-21 23:55:00,152.00
782,2023-02-22 00:00:00 -> 2023-02-22 23:55:00,151.01
783,2023-02-23 00:00:00 -> 2023-02-23 23:55:00,152.00
784,2023-02-24 00:00:00 -> 2023-02-24 23:55:00,153.00
785,2023-02-25 00:00:00 -> 2023-02-25 23:55:00,151.00
786,2023-02-26 00:00:00 -> 2023-02-26 23:55:00,152.99
787,2023-02-27 00:00:00 -> 2023-02-27 23:55:00,151.99
788,2023-02-28 00:00:00 -> 2023-02-28 23:55:00,153.00
789,2023-03-01 00:00:00 -> 2023-03-01 23:55:00,154.99
790,2023-03-02 00:00:00 -> 2023-03-02 23:55:00,154.99
791,2023-03-03 00:00:00 -> 2023-03-03 23:55:00,152.99
792,2023-03-04 00:00:00 -> 2023-03-04 23:55:00,153.00
793,2023-03-05 00:00:00 -> 2023-03-05 23:55:00,153.01
794,2023-03-06 00:00:00 -> 2023-03-06 23:55:00,153.01
795,2023-03-07 00:00:00 -> 2023-03-07 23:55:00,156.00
796,2023-03-08 00:00:00 -> 2023-03-08 23:55:00,153.00
797,2023-03-09 00:00:00 -> 2023-03-09 23:55:00,147.00
